id,title,genres,overview,keywords,vote_average,year
18975,The Adventures of Pinocchio,Animation Family Fantasy,"One of puppet-maker Geppetto's creations comes magically to life. This puppet, Pinocchio, has one major desire and that is to become a real boy someday. In order to accomplish this goal he has to learn to act responsibly. This film shows you the adventures on which he learns valuable lessons.",italy father son relationship pinocchio love school crime having fun poor people boys,5.0,1996
15487,The Greatest Game Ever Played,Drama Family,"A biopic of 20-year-old Francis Ouimet who defeated his golfing idol and 1900 US Open Champion, Harry Vardon.",sport,6.9,2005
22825,The Box,Thriller Science Fiction,"Norma and Arthur Lewis, a suburban couple with a young child, receive a simple wooden box as a gift, which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However pressing this button will simultaneously cause the death of another human being somewhere in the world; someone they don't know. With just 24 hours to have the box in their possession, Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity.",experiment homicide key sacrifice research test decision police control stalker murder alien gift conspiracy money scientist violence button stranger box,5.4,2009
11152,The Ruins,Drama Horror,"A group of friends whose leisurely Mexican holiday takes a turn for the worse when they, along with a fellow tourist embark on a remote archaeological dig in the jungle, where something evil lives among the ruins",maya civilization carnivorous plant cancún ruins,5.6,2008
1831,The Next Best Thing,Comedy,"A comedy-drama about best friends - one a straight woman, Abbie, the other a gay man, Robert - who decide to have a child together. Five years later, Abbie falls in love with a straight man and wants to move away with her and Robert's little boy Sam, and a nasty custody battle ensues.",gay parents kids relationship custody battle flush yoga single best friend los angeles single father co-parenting,4.3,2000
43931,My Soul to Take,Drama Horror Mystery Thriller,A serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.,soul serial killer slasher teenager 3d,5.2,2010
10591,The Girl Next Door,Comedy,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",porn actor pornographic video high school school party blonde girl next door,6.3,2004
10861,Maximum Risk,Action Adventure Thriller,"A policeman takes his twin brother's place and inherits his problems and a beautiful girlfriend. He is forced to kickbox his way from France to the U.S. and back while playing footsie with the FBI and Russian mafia. Not just muscles with a badge, the policeman must find the answers to some tough questions, none harder than what the heck is an accordian player doing in a sauna.",mistake in person dying and death twin brother russian mafia,5.2,1996
12770,Stealing Harvard,Action Comedy Drama,"John and his girlfriend have vowed to marry once they save $30,000 for their dream house. But the minute they achieve their financial goal, John finds out his niece has been accepted at Harvard, and he's reminded of his promise to pay for her tuition (nearly $30,000). John's friend Duff convinces him to turn to petty crime to make the payment … but Duff's hare-brained schemes spin quickly out of control.",robbery fool studies house uncle independent film money,4.4,2002
276907,Legend,Crime Thriller,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.",biography based on true story gangster twins,6.7,2015
10074,Hot Rod,Action Comedy,"For Rod Kimball, performing stunts is a way of life, even though he is rather accident-prone. Poor Rod cannot even get any respect from his stepfather, Frank, who beats him up in weekly sparring matches. When Frank falls ill, Rod devises his most outrageous stunt yet to raise money for Frank's operation -- and then Rod will kick Frank's butt.",stuntman step father swimming pool aftercreditsstinger,6.3,2007
65055,Shark Night,Horror Thriller,A weekend at a lake house in the Louisiana Gulf turns into a nightmare for seven vacationers as they are subjected to fresh-water shark attacks.,shark attack louisiana dirty cop shark aftercreditsstinger,4.9,2011
10397,Angela's Ashes,Drama,"Based on the best selling autobiography by Irish expat Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the poverty endemic in the slums of pre-war Limerick. The film opens with the family in Brooklyn, but following the death of one of Frankie's siblings, they return home, only to find the situation there even worse. Prejudice against Frankie's Northern Irish father makes his search for employment in the Republic difficult despite his having fought for the IRA, and when he does find money, he spends the money on drink.",emigration irish-american hunger socially deprived family famine alcoholism brooklyn new york city,7.0,1999
200505,Draft Day,Drama,"At the NFL Draft, general manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.",sport duringcreditsstinger,6.5,2014
11954,Lifeforce,Fantasy Horror Science Fiction Thriller,A space shuttle mission investigating Halley's Comet brings back a malevolent race of space vampires who transform most of London's population into zombies. The only survivor of the expedition and British authorities attempt to capture a mysterious but beautiful alien woman who appears responsible.,space marine vampire flying saucer comet alien halley's comet,6.2,1985
